SEQUENTIAL
70710223;100259165399826
70710151;100259170100044
70710223;100259165399826
70710151;100259170100044
70710223;100259165399826
70710151;100259170100044
70710223;100259165399826
70710151;100259170100044
70710223;100259165399826
70710151;100259170100044
70710223;100259165399826
70710151;100259170100044
70710223;100259165399826
70710151;100259170100044
70710223;100259165399826
70710151;100259170100044
70710223;100259165399826
70710151;100259170100044
70710223;100259165399826
70710151;100259170100044
65380073;100259170100044
70710223;100259165399826
70710151;100259170100044
65380073;100259170100044
70710223;100259165399826
70710151;100259170100044
65380073;100259170100044
